MAN.1CP9fLyu1hJXHFvxeUbK8DGYTHEy,1.61403887863982852
MAN.1DguJs6ok2BN5WAHVa3NKjGAyhHU,1.621785490596103891
MAN.1EPuc1kSB85qrFk6pYbi877joVic,1.616943858123432311
MAN.1W41apfnsqcY7bGd5fxWeS4ERD8z,1.621139939599748204
MAN.1ZvKezKRCBeTdsdxwUuRgKh8H8BM,1.61403887863982852
MAN.1adEAxQg3dkmMsHJZcKWbvXS9A3,1.614361654138006669
MAN.1eTgDDNwzVaEWN5zGbzdjKdKCM2H,1.621946878345192569
MAN.1jvhoEoVEYrauxM7AG6tFBcP1SSm,1.615491368381629857
MAN.1kAVEtsMnHbNqBkn1f82rawEVR1N,1.615329980632541327
MAN.218b1MzHNP5Dyews78mAzr6C9zjAw,1.614361654138006669
MAN.21BTHiQWdB89mMme7Y5Z8Jf32AWpt,1.619041898861590212
MAN.21LDRQtTVBdv3EcktxrVQebpQmLEA,1.618557735614322424
MAN.21Nu1Paf5RjcSb2szbVovYy192poP,1.61403887863982852
MAN.21ZLZJo8RV19r3XH4N1EEmbedNBdj,16.934093736418369557
MAN.21rwDASTawzMSdeAZvWwj6oZUAT3g,1.621139939599748204
MAN.21wkG7BzBYiuDuH8URR1bqSBz2ojd,1.618234960116144893
MAN.21yM6jy4yLnRHwP2QwGDA5EPjoibg,1.61403887863982852
MAN.2262j8jVuZ5GLg8YhKV2TXnwcnoNN,29.675172363753504639
MAN.22S6eRsGfmw17iaxiZXkGAN9tgbEH,1.615652756130718988
MAN.22w999veNYYRZByDUHTx6fRYx2CBZ,1.619526062108856832
MAN.23529t8V5Q5ivKjQCWikLLYxkWDCs,1.618557735614322424
MAN.236xDid4eRewAiyPJZzqezzk3Hu46,166.663837382294147291
MAN.23983gYFh8YH1ovpzKa3wpcNaRVn7,1209.46529093787765769
MAN.23BkvxgdPt1nua2q7GWx3HEU8hqVr,1.621785490596103891
MAN.23SsxCjMoAHzSVd4BXJ9QxZgfF6n,1.613877490890739804
MAN.23ma2YDx3jKNReEgGSREpKjab75qL,1.614684429636184185
MAN.23p7kd2rVsrAVc79sv3oMJ99Q29pC,1.621462715097926071
MAN.24AztB99agZ1Vj2HoCsbinRuy2Ypb,1.617266633621609726
MAN.24NL7NjtWoczTt3YKR73heJqQvhU4,1.613877490890739804
MAN.2523m8TY47sL346vpi6XBw5eR1ud3,1.61920328661067973
MAN.253ZT6RZWK28o78gqAn2HkS73mcdN,1.621785490596103891
MAN.25iyv6NxjE6B6b6G2cjeLmyjUvcta,1.61403887863982852
